Label,Line_0_1,Line_1_2,Line_2_3,Line_3_4,Line_0_5,Line_5_6,Line_6_7,Line_7_8,Line_0_9,Line_9_10,Line_10_11,Line_11_12,Line_0_13,Line_13_14,Line_14_15,Line_15_16,Line_0_17,Line_17_18,Line_18_19,Line_19_20
B,126.16,148.38,167.07,179.35,161.69,165.44,167.32,168.82,173.13,173.62,174.14,174.41,176.23,178.55,179.52,179.81,164.15,169.09,171.59,173.07
B,125.39,146.7,167.83,175.98,162.29,166.29,168.58,170.5,173.78,174.49,175.2,175.79,175.48,177.25,178.26,178.88,163.38,168.02,170.43,172.01
B,127.62,148.04,168.68,175.9,157.14,163.19,166.28,168.34,169.17,171.79,173.27,173.84,179.56,179.98,179.84,179.41,166.62,170.43,172.52,174.07
A,113.6,124.6,135.28,145.9,155.03,159.2,151.38,147.97,169.29,169.54,162.61,162.24,175.64,177.93,178.23,177.81,158.86,164.74,165.82,165.32
A,106.59,119.61,130.01,141.69,146.06,152.34,145.54,140.78,159.12,162.1,155.15,152.24,173.76,173.84,169.58,167.11,168.98,173.83,174.93,175.02
A,106.48,121.13,135.72,146.8,147.92,155.18,149.82,144.68,161.53,166.94,162.08,156.38,175.93,179.6,178.65,173.95,168.59,169.18,167.06,168.01
A,106.28,121.88,135.41,145.16,144.86,152.22,147.37,142.89,157.48,162.61,156.94,152.72,171.38,174.01,171.06,167.69,171.63,174.66,175.14,176.0
A,121.16,135.05,145.17,155.16,159.59,162.13,155.28,155.59,172.38,172.08,164.15,167.25,173.07,175.76,178.32,178.91,156.72,163.33,166.24,162.95
B,132.23,153.13,172.75,172.07,162.15,166.84,169.46,171.62,174.11,175.5,176.27,176.82,174.29,175.74,176.91,177.64,161.66,165.49,167.99,169.71
A,115.53,128.17,138.39,150.24,153.95,158.75,151.35,149.72,167.31,169.09,161.24,161.71,177.65,178.98,176.0,176.51,160.61,166.82,168.43,165.98
B,135.58,154.73,175.21,168.74,160.33,166.78,170.28,172.71,172.94,176.1,177.64,178.47,174.97,174.81,175.25,175.71,161.43,164.67,166.94,168.55
B,130.37,150.24,170.87,172.93,160.4,165.08,167.54,169.47,172.04,173.39,174.32,174.89,176.87,178.24,179.0,179.51,164.44,168.78,171.25,172.78
B,130.64,150.74,171.78,172.08,160.67,165.33,167.91,169.95,172.59,173.73,174.73,175.38,176.01,177.6,178.31,178.78,163.31,167.76,170.03,171.45
B,127.6,147.52,168.0,176.45,159.19,164.17,166.76,168.65,171.01,172.96,173.98,174.43,178.04,178.69,179.31,179.93,165.74,168.73,170.66,171.96
B,129.44,148.57,169.12,174.83,159.82,163.87,166.04,167.82,171.27,172.02,172.77,173.27,177.88,179.8,179.23,178.65,165.61,170.04,172.48,173.91
B,126.52,145.37,164.93,179.48,157.43,162.46,165.0,166.89,169.44,171.02,172.11,172.7,179.63,179.05,178.48,178.05,167.19,171.3,173.3,174.52
A,120.66,133.74,143.05,152.0,157.73,159.64,152.8,153.21,170.68,169.74,161.63,165.22,174.61,178.46,175.55,179.49,158.26,166.11,169.26,165.09
A,111.07,126.81,139.19,149.01,152.23,156.9,150.38,149.4,165.03,167.47,159.67,160.21,179.38,179.59,173.67,173.12,163.46,168.37,170.42,169.19
A,104.58,118.86,133.07,143.29,145.05,151.82,146.37,143.15,158.18,163.03,156.88,153.59,172.69,175.66,172.98,169.53,170.51,171.83,171.2,172.64
B,127.16,142.51,162.66,176.9,149.14,158.16,162.35,164.79,161.75,167.28,169.86,171.01,173.67,175.4,175.64,175.32,172.47,175.07,177.09,178.95
A,114.56,131.53,143.5,153.68,156.96,161.83,154.94,153.28,169.89,172.61,164.53,165.35,175.63,174.87,179.29,179.24,157.73,162.46,164.0,162.69
A,120.29,132.67,142.94,153.96,157.65,161.12,154.35,154.22,171.61,172.16,165.23,167.7,172.86,174.91,179.97,178.32,154.97,161.91,163.99,161.53
B,131.48,150.22,170.34,173.97,159.76,164.67,167.17,169.09,171.74,173.05,174.0,174.49,177.1,178.58,179.41,179.98,164.4,168.7,171.21,172.74
A,110.79,127.01,137.16,147.29,151.93,158.25,151.7,148.13,164.57,167.94,161.19,160.75,178.75,179.55,174.56,173.91,163.73,168.37,169.98,168.95
B,134.52,151.7,171.41,173.48,158.6,164.85,168.04,170.21,170.81,173.83,175.24,175.75,177.85,177.78,178.15,178.68,164.74,167.75,170.05,171.72
B,124.89,147.06,167.65,177.11,158.11,163.85,166.81,168.96,170.2,172.64,173.97,174.73,178.35,178.93,179.33,179.71,165.71,169.11,171.12,172.49
A,109.72,123.21,133.61,144.4,148.21,155.13,148.0,144.63,161.2,164.66,157.02,155.81,175.89,176.33,171.93,170.62,167.21,171.03,171.79,171.32
A,111.09,119.67,131.67,143.88,148.52,156.31,150.32,143.46,162.61,166.58,161.23,155.53,177.42,177.58,174.82,170.9,166.63,171.3,171.93,172.61
A,107.69,121.25,133.68,144.81,150.5,156.33,148.44,145.57,164.48,166.59,159.12,158.79,179.72,178.58,174.0,173.41,163.68,169.24,170.09,168.33
A,101.87,119.88,134.46,143.07,143.39,150.71,145.49,141.79,155.94,161.74,155.36,151.51,169.62,173.27,169.99,166.46,173.7,175.19,174.95,175.74
B,124.69,144.76,165.6,177.96,162.14,166.28,168.44,170.07,173.59,174.63,175.13,175.41,175.91,177.17,178.11,178.78,164.19,168.15,170.42,171.93
B,135.09,153.12,172.67,172.2,158.7,165.48,168.86,171.1,171.16,174.57,176.15,176.99,177.0,176.82,177.12,177.4,163.36,166.53,168.73,170.28
B,129.79,148.39,167.45,178.86,159.64,164.78,167.68,169.81,171.69,173.31,174.57,175.31,177.17,178.38,178.73,178.97,163.97,168.44,170.74,172.32
B,132.14,150.49,171.47,172.08,159.51,164.48,167.13,169.08,171.42,173.05,174.17,174.73,177.45,178.81,179.52,179.88,164.93,169.1,171.52,173.06
A,113.83,124.19,135.24,145.79,154.9,159.14,151.99,148.83,169.27,169.57,163.04,162.85,175.46,178.0,178.45,179.02,158.17,164.63,165.77,164.56
B,129.73,149.74,168.83,177.31,160.93,165.5,167.93,169.72,172.81,174.12,175.08,175.65,176.35,177.7,178.63,179.21,163.89,168.13,170.63,172.12
A,110.0,123.29,135.33,147.36,148.48,156.89,149.99,145.26,161.97,167.89,161.47,157.65,176.92,179.52,177.23,172.32,166.43,167.34,166.29,167.47
B,139.15,157.11,175.93,169.78,165.3,171.24,174.37,176.53,177.03,179.79,178.64,177.8,171.79,172.03,172.22,172.51,158.85,162.25,164.27,165.63
B,125.09,144.31,163.77,178.93,161.96,166.2,168.35,170.05,173.55,174.76,175.3,175.54,175.83,177.11,178.1,178.89,163.81,167.96,170.28,171.91
A,116.5,129.8,140.45,152.25,155.32,160.41,153.4,152.37,168.76,171.15,162.94,163.13,176.19,175.93,178.91,178.02,158.91,162.46,163.91,164.15
B,128.47,148.29,168.85,175.37,156.17,161.63,164.25,166.09,168.68,170.73,171.84,172.31,179.68,179.62,179.05,178.46,166.97,170.54,172.91,174.57
A,110.02,125.83,137.77,148.63,150.99,155.3,148.73,148.44,163.93,165.84,157.83,159.12,178.44,178.47,172.62,173.02,164.35,169.03,171.1,169.15
A,112.36,128.8,139.43,150.98,155.06,159.09,152.11,151.82,168.61,170.56,162.25,163.2,176.45,176.61,178.24,178.03,159.17,163.14,164.44,164.75
A,121.75,134.67,144.2,154.27,159.47,162.41,155.25,154.76,172.3,172.44,164.68,167.18,173.08,175.75,179.14,178.3,156.72,163.25,165.99,163.21
A,114.04,126.89,139.12,148.93,155.34,163.02,156.24,150.76,169.86,173.54,167.88,163.83,174.9,173.99,176.64,179.82,158.62,161.54,160.64,160.99
B,130.05,148.22,166.38,179.77,155.7,162.0,165.14,167.24,168.15,171.22,172.76,173.46,179.96,179.51,179.02,178.52,166.4,170.65,173.15,174.88
A,125.78,137.59,147.09,157.33,162.09,165.6,158.91,157.52,175.05,175.31,168.37,170.45,170.06,173.14,177.8,175.46,153.51,161.03,162.84,159.33
B,132.52,152.41,172.35,172.78,160.82,166.82,170.0,172.19,173.03,175.55,177.03,177.82,175.52,175.82,175.99,176.25,162.33,165.94,168.03,169.48
A,112.5,122.28,134.58,145.27,152.12,158.82,151.48,145.54,166.78,169.38,163.13,160.12,177.69,178.16,178.45,176.13,160.52,165.16,165.78,166.58
B,125.42,146.49,165.1,178.36,160.11,164.11,166.36,168.15,172.04,172.74,173.5,174.04,177.06,179.29,179.71,179.14,164.64,169.71,172.25,173.8
A,110.43,123.17,133.97,145.7,147.8,155.13,148.79,144.91,160.95,164.81,158.64,156.43,175.94,176.75,173.46,171.48,167.01,170.91,171.25,170.96
B,126.58,144.39,163.92,177.46,150.23,157.89,161.58,163.83,162.83,166.81,168.54,169.14,174.51,175.2,174.82,174.13,172.12,175.24,177.47,179.41
A,119.07,132.41,142.72,153.57,156.71,162.53,155.56,153.83,170.12,173.65,166.03,165.31,174.74,173.78,178.02,179.26,158.01,160.83,160.84,160.35
A,113.85,128.87,142.11,152.8,154.76,160.16,153.71,151.15,167.65,171.28,164.5,161.92,178.21,176.19,179.17,177.62,162.02,164.11,163.11,163.51
A,106.21,121.52,135.04,144.73,144.4,151.91,147.66,142.91,157.32,162.58,157.45,152.82,171.13,173.75,170.96,167.38,171.89,175.09,175.4,176.21
A,118.68,132.74,141.39,150.97,156.82,159.39,152.17,152.85,170.59,170.2,161.8,165.1,174.02,176.87,177.52,179.53,157.57,163.96,165.71,162.26
B,131.47,151.14,169.96,175.6,161.47,166.54,169.19,171.14,173.4,175.08,176.2,176.81,175.38,176.67,177.26,177.85,162.61,166.95,169.23,170.81
B,128.39,148.87,168.24,176.58,160.38,165.88,168.86,171.0,172.02,174.21,175.58,176.33,177.01,177.55,177.64,177.86,164.26,167.82,169.62,170.79
A,114.56,129.15,141.65,151.56,154.02,159.62,152.99,151.41,167.26,170.4,162.53,162.12,177.73,177.19,177.6,176.35,160.38,164.79,165.94,164.76
A,101.1,114.97,129.1,142.53,143.67,152.1,145.91,141.86,157.27,163.15,157.25,153.64,172.25,175.49,173.12,169.3,171.2,172.82,171.56,172.41
B,129.72,149.78,169.78,174.43,160.7,166.48,169.36,171.4,172.54,175.02,176.3,176.89,176.09,176.47,176.88,177.47,163.43,166.67,168.57,169.95
B,128.74,148.91,169.11,176.1,158.13,163.77,166.45,168.45,170.34,172.48,173.57,174.24,178.29,178.86,179.45,179.89,165.44,168.66,170.86,172.29
A,111.77,127.18,137.23,148.54,152.53,160.52,153.78,149.39,165.77,170.84,164.18,161.5,179.92,177.22,178.84,175.6,162.71,164.57,164.43,165.86
A,110.61,125.67,139.38,148.79,148.73,155.5,150.14,145.59,161.19,166.46,160.77,156.98,174.84,178.13,175.53,172.77,168.79,171.34,171.04,170.96
B,128.5,150.74,169.63,177.16,161.66,166.75,169.44,171.41,173.74,175.53,176.55,177.08,174.79,176.05,176.83,177.48,162.06,165.96,168.41,170.16
B,124.58,148.27,169.18,175.38,159.53,164.97,167.61,169.46,171.7,173.57,174.56,175.02,176.57,177.93,178.5,179.05,163.69,168.0,170.33,171.94
B,127.92,149.19,169.29,175.29,159.78,165.37,168.23,170.32,171.85,173.96,175.32,176.04,176.68,177.59,177.98,178.39,163.78,167.59,169.82,171.27
A,104.59,121.42,135.53,146.13,147.0,153.35,146.65,142.39,160.23,164.21,157.18,154.13,174.86,176.01,172.97,171.1,167.87,171.84,171.43,170.37
A,111.69,124.93,136.07,148.02,149.95,157.03,150.01,147.1,163.37,167.82,160.79,158.88,178.25,179.87,176.03,173.48,164.94,167.92,168.17,167.82
A,108.96,125.65,140.55,150.85,151.62,157.73,150.95,146.47,164.91,169.29,161.61,157.24,179.41,178.4,177.67,174.31,163.02,166.62,166.37,166.52
A,120.31,132.46,142.96,154.52,157.36,162.78,155.32,153.49,170.47,173.1,164.86,164.81,174.62,174.53,179.85,179.5,157.59,162.04,163.48,162.03
B,131.58,151.29,170.31,175.99,160.79,166.0,168.68,170.67,172.74,174.54,175.68,176.34,175.93,176.96,177.41,177.73,163.01,166.83,169.07,170.65
A,104.68,122.13,136.2,145.9,146.29,152.42,147.06,142.69,159.12,163.14,157.18,153.59,172.97,174.49,171.53,169.23,170.06,174.04,173.83,173.16
A,109.11,124.67,137.97,148.08,149.67,154.45,148.51,146.07,161.88,164.53,158.31,158.25,175.46,176.09,172.47,172.65,167.36,172.15,172.91,171.35
B,130.87,149.39,169.08,176.12,157.8,163.97,167.44,169.83,170.31,172.92,174.63,175.52,177.83,178.72,179.02,179.27,163.87,168.38,170.73,172.39
B,128.4,150.08,169.36,176.51,160.96,165.17,167.47,169.19,172.53,173.5,174.16,174.47,176.72,178.33,179.26,179.8,164.34,168.42,170.95,172.56
B,128.18,149.06,167.58,179.21,162.14,166.47,168.65,170.38,174.12,175.2,175.84,176.17,174.83,176.24,177.14,177.88,162.23,166.46,169.02,170.83
B,127.55,148.98,167.83,177.48,164.53,167.84,169.39,170.73,175.31,175.6,175.98,176.26,174.64,176.91,177.99,178.69,163.04,167.76,170.25,171.86
B,136.7,153.92,172.59,172.89,161.69,167.54,170.37,172.36,173.44,175.93,177.31,178.11,175.24,175.66,175.87,176.18,162.27,165.82,168.05,169.68
B,131.67,153.06,172.03,174.29,161.4,166.51,169.05,170.98,173.34,175.15,176.14,176.72,175.35,176.32,176.93,177.36,162.72,166.56,168.74,170.18
A,108.96,117.95,129.86,141.64,148.01,154.16,147.78,141.03,161.95,164.0,158.44,153.74,176.71,175.08,172.11,169.83,167.12,172.98,173.86,173.51
B,127.37,148.48,168.99,174.86,159.15,164.6,167.33,169.47,170.85,172.97,174.19,174.99,177.98,178.51,178.94,179.29,165.46,168.93,170.7,171.73
B,127.06,147.75,167.96,176.05,158.45,164.5,167.43,169.56,170.72,173.13,174.39,175.06,177.77,178.21,178.58,178.99,164.93,168.5,170.36,171.52
B,130.16,150.2,169.67,174.95,161.6,166.8,169.42,171.33,173.33,174.93,175.91,176.48,175.65,176.6,177.13,177.6,162.88,166.96,169.2,170.67
A,116.94,126.84,137.64,147.66,155.67,161.61,154.74,150.91,170.13,171.66,166.49,165.12,174.59,176.04,178.62,179.93,158.12,163.38,162.88,161.91
B,128.79,148.82,168.95,175.26,159.28,164.02,166.5,168.43,171.16,172.53,173.55,174.15,177.71,178.99,179.68,179.82,165.11,169.38,171.72,173.17
A,114.3,129.04,140.4,150.49,153.8,158.64,151.82,150.72,166.68,168.65,160.39,161.91,178.75,179.06,174.84,175.93,161.24,166.75,168.83,166.23
A,112.95,127.25,138.48,148.95,152.92,157.52,150.93,149.47,166.3,168.27,160.79,161.3,178.87,178.82,175.87,175.3,161.06,166.63,167.85,166.96
A,113.37,127.03,139.2,148.88,152.45,156.86,150.31,147.57,165.14,167.02,159.81,159.18,179.38,178.76,174.25,174.08,163.46,169.35,171.12,169.75
A,113.5,126.06,136.39,147.45,152.18,155.56,148.01,147.45,165.3,165.9,157.44,159.97,179.9,178.2,171.97,173.97,162.58,169.08,172.26,170.11
B,126.75,148.56,168.12,178.05,160.38,164.46,166.64,168.53,172.12,172.78,173.27,173.74,176.78,178.77,179.87,179.46,164.39,168.96,171.4,172.99
A,115.15,129.83,138.99,149.06,154.45,161.08,154.32,151.36,167.01,170.58,163.67,163.66,179.29,178.35,176.84,176.7,162.66,166.96,168.8,167.8
A,106.89,123.79,139.09,150.62,151.12,158.54,152.24,148.03,164.34,170.32,164.66,159.78,178.68,176.77,178.07,176.35,165.88,165.35,163.01,165.59
B,134.03,152.3,170.84,175.64,160.28,165.93,168.99,171.14,172.37,174.66,176.0,176.73,176.05,176.99,177.47,177.82,162.54,166.91,169.25,170.89
B,130.14,150.95,169.34,177.02,162.05,166.56,169.1,170.93,173.84,175.07,176.0,176.44,175.33,176.68,177.4,178.07,162.75,166.87,169.24,170.93
B,126.04,148.24,167.97,177.38,157.77,162.98,165.73,167.79,170.31,171.72,172.66,173.25,178.08,179.62,179.59,179.02,164.92,169.56,172.25,174.11
B,134.27,153.52,173.09,172.3,163.54,168.36,170.74,172.49,175.35,176.68,177.57,178.0,173.72,175.28,176.17,176.88,161.25,165.69,168.22,169.87
A,121.42,133.93,143.03,153.15,158.07,160.39,153.6,153.58,170.94,170.31,162.58,165.3,174.3,177.57,177.1,179.85,157.5,164.57,167.56,164.82
B,130.92,150.25,170.79,173.16,161.58,165.87,168.1,169.86,173.19,174.27,175.14,175.65,175.97,177.54,178.49,179.16,163.74,168.08,170.61,172.19
A,106.0,123.42,137.1,146.58,147.12,153.67,148.64,144.17,160.01,164.32,158.55,154.98,173.88,175.95,173.05,170.72,169.17,172.61,172.64,172.27
B,127.56,142.98,162.95,176.96,150.24,159.37,163.72,166.32,162.36,168.11,170.76,172.01,173.8,175.77,176.23,176.12,172.61,174.75,176.64,178.44
A,111.34,126.97,139.78,149.62,152.1,158.26,152.01,149.93,165.14,169.19,161.79,160.76,179.84,178.46,176.56,174.65,162.72,166.21,166.8,165.88
B,130.62,151.37,171.54,172.36,160.95,166.58,169.58,171.68,174.3,176.11,177.27,177.93,172.85,174.88,176.1,176.91,158.61,164.17,167.27,169.45
B,128.87,151.05,171.06,174.82,161.11,166.06,168.56,170.39,172.87,174.56,175.51,176.0,175.99,177.13,177.95,178.65,163.53,167.31,169.77,171.56
A,104.25,120.85,135.29,146.85,146.22,153.3,147.33,142.97,159.5,165.02,159.26,154.37,173.75,177.16,175.13,170.82,169.82,171.25,169.79,170.77
B,128.78,144.16,163.86,177.08,150.61,159.86,164.1,166.67,162.97,168.59,171.1,172.21,174.73,176.55,176.94,176.79,171.67,174.04,175.88,177.45
B,133.45,152.49,171.7,173.48,161.86,167.16,169.92,172.02,173.95,175.61,176.62,177.25,174.6,175.92,176.58,177.09,161.57,165.91,168.31,169.99
B,130.64,150.04,171.02,172.88,160.96,165.49,168.0,169.91,172.86,174.09,175.0,175.49,176.03,177.49,178.36,179.04,163.31,167.53,170.07,171.75
A,111.4,127.07,137.8,148.97,152.68,160.57,154.02,149.45,165.93,171.12,164.42,161.36,179.81,177.28,178.44,175.21,162.62,164.76,164.96,165.77
A,115.78,129.14,140.62,151.74,155.53,161.12,154.77,152.26,168.86,172.05,165.16,163.67,176.78,175.25,179.49,177.81,159.39,163.13,162.73,163.25
A,109.65,117.74,129.42,141.3,147.44,154.11,148.1,142.39,161.23,163.5,158.31,154.99,175.84,174.28,171.65,170.27,167.7,173.97,174.6,174.42
A,113.54,124.54,136.62,147.17,154.84,160.04,152.69,148.45,169.4,169.99,163.38,162.0,174.97,177.56,179.07,178.17,157.81,164.22,164.86,164.18
A,114.54,125.66,137.57,149.08,153.49,159.34,152.38,148.39,166.68,168.82,161.65,160.06,178.7,179.56,175.42,174.11,161.89,167.67,169.62,168.87
B,133.01,152.44,171.6,173.89,160.22,165.63,168.44,170.53,172.2,174.16,175.34,176.13,176.36,177.18,177.78,178.26,163.3,167.28,169.77,171.51
A,122.61,134.73,144.6,154.91,158.89,162.98,156.1,155.03,171.45,172.75,165.01,167.02,174.18,175.33,179.01,179.33,157.48,163.08,165.91,163.45
B,136.58,153.3,171.86,173.29,161.13,165.94,168.58,170.5,172.25,174.32,175.61,176.32,176.8,177.55,178.16,178.76,164.38,168.16,170.35,171.78
A,105.68,121.22,135.34,145.49,144.84,152.03,147.53,142.81,157.51,162.56,157.48,152.9,171.22,173.75,171.31,167.84,171.73,174.88,174.92,175.63
B,129.3,147.47,167.32,178.15,153.76,160.09,163.32,165.48,166.38,169.02,170.42,171.0,178.23,177.67,176.99,176.36,168.27,172.23,174.66,176.42
B,132.04,149.17,169.51,175.08,157.79,164.23,167.4,169.59,170.56,173.34,174.91,175.78,177.51,177.96,178.32,178.59,163.58,167.55,169.97,171.69
B,125.74,148.76,168.53,176.36,160.18,165.99,168.58,170.46,172.88,174.72,175.49,175.9,175.04,176.32,177.32,178.17,161.53,165.78,168.55,170.49
A,117.57,130.37,140.77,152.24,157.07,161.43,154.02,152.58,170.38,172.07,163.92,164.49,174.38,175.22,179.82,179.71,156.54,161.92,163.44,161.76
B,132.11,152.04,171.98,173.09,162.69,167.28,169.69,171.6,174.2,175.45,176.32,176.85,174.62,176.04,176.84,177.46,162.1,166.24,168.64,170.26
B,125.14,146.0,167.23,176.21,159.01,163.65,166.04,167.98,170.93,171.81,172.53,173.06,177.91,179.6,179.44,178.88,165.09,169.3,171.9,173.57
B,126.75,147.49,166.34,179.87,159.6,163.74,165.85,167.65,171.18,172.13,172.61,172.97,177.83,179.65,179.14,178.32,165.61,169.93,172.29,173.85
B,130.01,149.48,170.22,173.26,160.27,164.55,166.82,168.61,171.84,172.96,173.73,174.18,177.07,178.55,179.44,179.94,164.57,168.95,171.5,173.05
B,130.79,150.22,169.95,175.35,160.33,165.72,168.47,170.45,172.43,174.43,175.53,176.1,176.25,177.07,177.71,178.21,163.43,167.23,169.65,171.25
A,114.87,128.57,139.2,149.66,152.07,157.17,150.93,149.79,165.42,167.72,160.78,161.47,179.98,179.43,175.42,174.87,162.89,167.4,169.17,168.56
A,117.81,131.36,141.16,150.07,155.65,156.48,149.52,150.64,167.9,166.21,157.89,162.13,178.0,177.77,171.51,176.33,161.65,169.77,173.84,169.16
B,132.26,150.94,169.31,177.46,161.14,166.34,169.05,171.06,173.01,174.91,176.23,176.98,175.95,177.18,177.77,178.14,163.11,167.37,169.58,170.92
B,128.92,148.24,168.11,176.45,158.77,163.85,166.45,168.29,170.75,172.54,173.37,173.65,177.97,179.03,179.98,179.16,165.73,169.46,171.62,172.97
A,109.6,122.07,132.95,143.91,147.63,154.84,148.1,144.05,161.03,164.56,157.62,155.56,176.09,176.56,172.61,170.51,166.77,171.14,171.21,170.28
A,109.58,122.58,133.27,143.93,146.75,154.37,147.56,143.57,160.38,164.24,157.27,155.59,175.74,176.22,172.01,170.35,166.81,171.63,172.16,171.08
B,130.32,152.41,171.79,173.72,162.54,167.37,169.68,171.51,174.38,175.87,176.52,176.88,174.35,175.59,176.67,177.49,161.91,165.94,168.33,169.92
A,115.04,127.31,140.02,152.22,153.06,158.46,151.71,149.63,165.89,169.0,162.27,161.48,179.69,178.89,177.61,176.74,162.73,166.65,167.34,166.64
B,131.14,151.19,172.02,171.98,159.81,165.01,167.93,170.14,171.83,173.54,174.89,175.66,176.74,178.03,178.47,178.88,163.86,168.09,170.34,171.81
A,110.4,126.16,136.6,148.22,153.73,160.34,153.82,149.61,166.96,170.85,164.48,161.85,178.75,177.41,179.34,176.72,161.53,165.13,164.9,165.12
B,131.19,150.12,170.49,174.25,159.97,165.01,167.64,169.49,171.74,173.45,174.65,175.27,177.21,178.41,178.93,179.43,164.61,168.71,170.97,172.48
A,110.01,124.49,137.54,147.45,150.5,155.74,149.3,147.57,162.66,166.11,158.41,158.25,176.45,177.88,172.25,171.56,166.21,170.51,172.72,172.13
A,120.2,132.5,142.13,151.92,157.4,158.95,152.33,152.94,170.03,168.71,161.15,165.04,175.53,179.99,174.54,178.67,159.11,168.01,170.99,166.38
B,133.06,150.36,169.62,176.35,159.0,163.96,166.66,168.59,170.81,172.29,173.37,173.86,177.94,179.41,179.87,179.27,165.2,169.56,171.89,173.45
A,107.43,126.64,141.23,151.1,152.82,158.51,151.94,147.38,166.3,169.14,162.49,159.92,178.91,178.73,177.87,176.87,160.73,166.84,166.82,165.23
B,131.25,151.12,170.79,173.35,161.1,167.0,169.87,171.93,173.12,175.38,176.79,177.48,175.63,176.29,176.58,176.97,162.85,166.47,168.41,169.63
A,111.94,123.25,135.93,147.79,148.9,154.39,148.45,145.44,161.96,164.62,158.85,157.53,176.5,176.55,173.75,172.75,166.5,171.66,172.03,171.07
B,129.74,150.6,170.14,174.91,159.33,164.77,167.57,169.59,171.59,173.28,174.31,174.94,176.8,177.93,178.69,179.27,163.51,167.96,170.55,172.3
A,114.05,129.06,139.37,150.28,153.4,158.2,151.35,149.97,166.22,168.15,160.47,161.34,179.37,179.71,175.09,175.42,162.77,167.28,169.23,167.71
B,132.63,152.92,172.0,174.54,161.29,166.42,169.13,171.24,173.18,174.97,176.09,176.86,175.55,176.45,177.03,177.38,162.88,166.43,168.83,170.48
B,125.9,144.41,164.61,179.79,161.38,166.44,169.1,171.12,173.98,175.33,176.26,176.82,174.42,176.03,176.73,177.28,160.91,165.71,168.25,169.97
A,99.98,117.02,131.0,141.93,143.81,150.97,145.08,141.23,156.77,161.75,155.2,151.6,171.02,173.74,170.63,166.94,172.2,174.09,173.64,174.89
B,127.92,147.91,168.91,174.25,157.37,163.38,166.23,168.43,170.13,172.4,173.35,173.92,177.64,178.68,179.74,179.55,163.94,168.13,170.82,172.74
A,110.13,126.78,138.83,149.78,152.13,159.14,152.38,149.9,165.21,169.63,161.3,159.74,179.99,177.89,176.78,173.96,162.86,164.98,165.42,165.95
A,111.11,125.47,139.17,148.66,148.09,155.68,150.4,145.09,160.97,166.83,161.16,156.06,174.94,178.55,176.07,172.36,168.35,170.68,169.91,170.11
B,136.17,153.16,172.52,173.17,161.19,165.91,168.53,170.46,172.87,174.51,175.61,176.21,176.09,177.11,177.75,178.34,163.75,167.47,169.54,170.93
B,123.56,143.66,163.34,178.69,160.78,166.11,169.05,171.19,172.44,174.77,175.9,176.49,176.86,177.11,177.65,178.15,164.56,167.55,169.42,170.66
B,127.12,147.75,167.84,176.13,159.41,164.04,166.37,168.25,171.23,172.23,173.12,173.71,177.75,179.33,179.97,179.57,165.06,169.14,171.35,172.77
B,128.23,150.2,170.46,173.41,158.88,164.46,167.13,169.13,171.89,173.45,174.14,174.57,176.01,177.51,178.74,179.51,162.62,166.96,169.78,171.65
B,129.9,148.98,168.67,176.18,160.05,165.46,168.25,170.23,172.34,174.57,175.76,176.19,176.14,176.81,177.37,178.03,163.35,166.6,168.82,170.43
A,120.87,132.63,142.39,152.54,157.46,160.44,153.62,153.59,170.07,170.55,162.88,165.19,175.45,177.38,177.23,179.41,158.79,164.98,168.15,165.87
A,112.72,127.14,137.84,148.95,153.09,157.42,150.15,148.8,166.53,168.02,160.06,161.64,178.68,179.48,175.15,176.25,161.04,167.12,169.1,167.09
A,120.52,133.63,143.15,152.33,157.89,159.4,152.71,153.08,170.68,169.0,161.25,164.97,174.67,179.42,175.23,179.32,158.1,166.67,169.32,164.83
A,116.61,128.92,139.79,151.41,154.22,159.42,152.19,150.85,168.08,170.61,162.87,163.19,176.69,176.57,178.27,177.91,159.28,164.22,165.69,164.09
B,126.73,148.17,168.3,176.53,159.61,164.11,166.57,168.41,171.38,172.39,173.34,173.86,177.44,179.19,179.97,179.37,164.65,168.98,171.42,173.28
A,91.91,119.71,135.93,146.4,146.44,155.3,149.45,144.55,159.99,166.6,160.8,156.24,174.43,179.47,178.79,174.22,168.88,167.48,163.93,165.91
A,123.32,136.51,147.07,157.95,161.32,166.74,159.39,157.72,174.78,177.4,169.32,169.31,170.37,170.05,175.32,176.22,153.91,157.54,158.95,158.25
A,106.68,125.79,137.14,149.6,152.74,160.98,154.99,150.01,167.27,171.97,166.03,161.93,177.41,175.87,178.33,177.94,158.84,162.38,160.73,161.23
B,131.95,152.27,172.21,173.44,162.37,167.54,170.09,172.09,174.4,176.17,177.09,177.75,174.13,175.19,175.99,176.52,161.37,165.12,167.43,168.98
B,135.93,154.52,175.88,166.95,162.22,167.87,170.7,172.68,174.53,176.75,177.91,178.37,173.74,174.52,175.22,175.95,160.8,164.6,166.9,168.48
B,126.93,149.48,168.72,177.38,160.2,165.83,168.52,170.56,173.24,174.84,175.54,175.88,174.37,175.87,177.01,177.92,160.72,165.1,167.9,170.0
A,108.83,125.97,136.95,147.94,152.65,160.82,154.35,149.17,166.27,170.87,164.19,160.9,178.76,177.18,179.52,176.64,160.73,163.95,163.06,163.05
